pre_village,pre_parish,pre_district,GPS-Altitude,hhh_age,Time_to_collect_Water_for_Household_use_Minutes,Land_size_agriculture,Beans_total_yield,Irish_potatoes_total_yield,Cassava_total_yield,Sorghum_total_yield,Maize_total_yield,Millet_total_yield,Onions_total_yield,Sweet_potatoes_total_yield,Ground_Nuts_total_yield,Food_banana_total_yield,Coffee_total_yield,pre_cluster
Mushija,,Kanungu,1527.0,50.0,90.0,0.0,,,,,,,,,,,,KAYO-KARANGARA
Mushija,,Kanungu,1515.0,23.0,120.0,0.0,,,,,,,,,,6.0,,KAYO-KARANGARA
Nshangi,,Kanungu,1434.0,39.0,5.0,1.975,,,,,,,,,,20.0,5.0,KAYO-KARANGARA
Nshangi,,Kanungu,1526.0,71.0,5.0,1.975,55.0,,,,90.0,,,,,10.0,3.0,KAYO-KARANGARA
Nshangi,,Kanungu,1645.0,70.0,15.0,1.975,40.0,,,,,,,,,10.0,5.0,KAYO-KARANGARA
Nshangi,,Kanungu,1388.0,43.0,30.0,0.974,,,,,,,,,,20.0,3.0,KAYO-KARANGARA
Nshangi,,Kanungu,1392.0,27.0,30.0,1.975,45.0,,,,,,,,,12.0,6.0,KAYO-KARANGARA
Nshangi,,Kanungu,1430.0,26.0,30.0,1.975,,,,,,,,,,,,KAYO-KARANGARA
Nshangi,,Kanungu,1388.0,49.0,30.0,1.975,,,,,,,,,,10.0,3.0,KAYO-KARANGARA
Nshangi,,Kanungu,1331.0,24.0,30.0,1.975,60.0,,,,,,,,,,,KAYO-KARANGARA
Nshangi,,Kanungu,1320.0,30.0,30.0,1.975,,,,,,,,,,,3.0,KAYO-KARANGARA
Nshangi,,Kanungu,1395.0,62.0,4.0,0.25,52.0,,,,150.0,,,,,,,KAYO-KARANGARA
Nshangi,,Kanungu,1418.0,28.0,120.0,0.0,,,,,,,,,,,,KAYO-KARANGARA
Nshangi,,Kanungu,1355.0,30.0,60.0,0.0,,,,,,,,,,,,KAYO-KARANGARA
Ntengyere,,Kanungu,1293.0,28.0,30.0,2.4,60.0,,,,,,,,,,,KAYO-KARANGARA
Ntengyere,,Kanungu,1291.0,48.0,3.0,4.8,110.0,,,,,,,,,40.0,100.0,KAYO-KARANGARA
Ntengyere,,Kanungu,1294.0,55.0,2.0,3.5,120.0,,,,,,,5.0,,,,KAYO-KARANGARA
Ntengyere,,Kanungu,1279.0,59.0,2.0,10.7,65.0,,,,,,,,,,,KAYO-KARANGARA
Ntengyere,,Kanungu,1267.0,32.0,30.0,1.15,80.0,,3.0,,90.0,,,,,30.0,150.0,KAYO-KARANGARA
Ntengyere,,Kanungu,1301.0,40.0,70.0,0.15,,,,,,,,0.5,,20.0,,KAYO-KARANGARA
Ntengyere,,Kanungu,1291.0,26.0,60.0,0.4,,,,,,,,,,20.0,,KAYO-KARANGARA
Ntengyere,,Kanungu,1280.0,48.0,40.0,0.95,115.0,,,,,,,,50.0,720.0,2500.0,KAYO-KARANGARA
Ntengyere,,Kanungu,1278.0,58.0,45.0,5.9,110.0,,,,,,,,,2000.0,700.0,KAYO-KARANGARA
Ntengyere,,Kanungu,1291.0,42.0,40.0,1.85,,,,,,,,,,40.0,200.0,KAYO-KARANGARA
Ntengyere,,Kanungu,1298.0,45.0,45.0,0.8,,,,,,,,,,80.0,60.0,KAYO-KARANGARA
Ntengyere,,Kanungu,0.0,39.0,60.0,2.8,90.0,,,,,,,5.0,,,,KAYO-KARANGARA
Nyakabingo,,Kanungu,1295.0,58.0,20.0,1.75,,,,,,98.0,,,,5.0,,KAYO-KARANGARA
Nyakabingo,,Kanungu,1283.0,35.0,10.0,0.75,49.0,,,,,,,,,,,KAYO-KARANGARA
Nyakabingo,,Kanungu,1295.0,55.0,10.0,5.25,60.0,,,,,,,,,,,KAYO-KARANGARA
Nyakabingo,,Kanungu,1270.0,20.0,10.0,0.75,,,,,,,,,,4.0,,KAYO-KARANGARA
Nyakabingo,,Kanungu,1306.0,33.0,20.0,1.75,,,,,,,,,,,,KAYO-KARANGARA
Nyakabingo,,Kanungu,1306.0,33.0,20.0,1.75,,,,,,,,,,,,KAYO-KARANGARA
Nyakabingo,,Kanungu,1288.0,42.0,20.0,1.75,45.0,,,,,,,,,10.0,,KAYO-KARANGARA
Nyakabingo,,Kanungu,1294.0,44.0,30.0,0.45,16.0,,,,,,,,,,,KAYO-KARANGARA
Nyakabingo,,Kanungu,1271.0,28.0,30.0,0.35,,,,,,,,,,0.0,,KAYO-KARANGARA
Nyakabingo,,Kanungu,1325.0,73.0,30.0,2.35,93.5,,,,,,,,,,,KAYO-KARANGARA
Nyakabingo,,Kanungu,1278.0,50.0,10.0,3.75,280.0,,,,,,,,,20.0,0.0,KAYO-KARANGARA
Nyakabingo,,Kanungu,1289.0,42.0,25.0,1.88,10.0,,,,,,,,,0.0,,KAYO-KARANGARA
Nyakabingo,,Kanungu,1289.0,58.0,20.0,4.9,70.0,,,,,,,,,,,KAYO-KARANGARA
Nyakahanga,,Kanungu,1313.0,82.0,30.0,0.15,,,,,,,,,,4.0,,KAYO-KARANGARA
Nyakahanga,,Kanungu,1276.0,23.0,45.0,0.24,,,,,,,,,,0.0,,KAYO-KARANGARA
Nyakahanga,,Kanungu,1287.0,28.0,120.0,0.34,,,,,,,,,,0.0,,KAYO-KARANGARA
Nyakahanga,,Kanungu,1224.0,40.0,30.0,0.9,,,,,,,,,,15.0,100.0,KAYO-KARANGARA
Nyakahanga,,Kanungu,1283.0,38.0,15.0,0.4,,,,,,350.0,,6.0,,,350.0,KAYO-KARANGARA
Nyakahanga,,Kanungu,1247.0,40.0,45.0,0.4,19.0,,,,,,,,,20.0,30.0,KAYO-KARANGARA
Nyakahanga,,Kanungu,1299.0,42.0,10.0,5.25,,,,,,,,,,800.0,1000.0,KAYO-KARANGARA
Nyakahanga,,Kanungu,1292.0,35.0,60.0,0.35,,,,,,,,,,50.0,80.0,KAYO-KARANGARA
Nyakahanga,,Kanungu,1280.0,27.0,45.0,0.9,50.0,,,,130.0,,,,,80.0,60.0,KAYO-KARANGARA
Nyakahanga,,Kanungu,1229.0,76.0,60.0,1.85,,,,,,,,,,50.0,70.0,KAYO-KARANGARA
Nyakahanga,,Kanungu,1297.0,75.0,120.0,1.9,,,,,,,,,,70.0,100.0,KAYO-KARANGARA
Nyakahanga,,Kanungu,1279.0,37.0,40.0,0.4,,,,,,,,,,,60.0,KAYO-KARANGARA
Nyamabare,,Kanungu,1478.0,30.0,60.0,0.7,65.0,,,,,,,,,160.0,21.0,KAYO-KARANGARA
Nyamabare,,Kanungu,1388.0,60.0,10.0,0.5,75.0,,,,,,,,,100.0,80.0,KAYO-KARANGARA
Nyamabare,,Kanungu,1390.0,36.0,3.0,0.7,,,,,,,,,,80.0,15.0,KAYO-KARANGARA
Nyamabare,,Kanungu,1350.0,46.0,2.0,1.2,87.0,,,,,,,,,80.0,14.0,KAYO-KARANGARA
Nyamabare,,Kanungu,1386.0,26.0,20.0,0.5,93.0,,,,,,,14.0,,160.0,,KAYO-KARANGARA
Nyamabare,,Kanungu,1397.0,36.0,10.0,0.5,165.0,,,,,,,,,120.0,30.0,KAYO-KARANGARA
Nyamabare,,Kanungu,1418.0,36.0,30.0,0.2,30.0,,,,,,,,,20.0,10.0,KAYO-KARANGARA
Nyamabare,,Kanungu,1269.0,38.0,10.0,2.75,95.0,,,,,,,,,144.0,160.0,KAYO-KARANGARA
Nyamabare,,Kanungu,1262.0,30.0,15.0,4.75,350.0,,,,1100.0,,,,,120.0,400.0,KAYO-KARANGARA
Nyamabare,,Kanungu,1299.0,50.0,30.0,1.75,70.0,,,,,,,,,80.0,30.0,KAYO-KARANGARA
Nyamabare,,Kanungu,1367.0,38.0,10.0,0.25,40.0,,,,,,,,,5.0,3.0,KAYO-KARANGARA
Nyamabare,,Kanungu,1412.0,65.0,5.0,1.75,110.0,,,,,,,,,93.0,100.0,KAYO-KARANGARA
Nyamabare,,Kanungu,1400.0,60.0,10.0,0.375,50.0,,,,80.0,,,,,96.0,20.0,KAYO-KARANGARA
Nyamabare,,Kanungu,1414.0,25.0,8.0,1.375,100.0,,,,100.0,,,,,96.0,50.0,KAYO-KARANGARA
Rutare,,Kanungu,1339.0,53.0,10.0,14.75,500.0,,,,,,,,,1920.0,300.0,KAYO-KARANGARA
Rutare,,Kanungu,1294.0,57.0,30.0,1.75,106.0,,,,,,,,,288.0,,KAYO-KARANGARA
Rutare,,Kanungu,1267.0,34.0,15.0,1.975,120.0,,130.0,,70.0,,,,,192.0,,KAYO-KARANGARA
Rutare,,Kanungu,1423.0,36.0,5.0,1.975,70.0,,,,,,,9.0,,7.0,20.0,KAYO-KARANGARA
Rutare,,Kanungu,1339.0,53.0,30.0,1.975,50.0,,,,,,,,,20.0,,KAYO-KARANGARA
Rutare,,Kanungu,1351.0,30.0,30.0,0.975,,,,,,,,,,10.0,3.0,KAYO-KARANGARA
Rutare,,Kanungu,1327.0,49.0,30.0,1.8,45.0,,,,60.0,,,,,,,KAYO-KARANGARA
Rutare,,Kanungu,1348.0,37.0,30.0,0.0,,,,,,,,,,,,KAYO-KARANGARA
Rutare,,Kanungu,1385.0,49.0,30.0,2.975,,,,,,,,,,,,KAYO-KARANGARA
Rutare,,Kanungu,1324.0,25.0,30.0,0.975,,,,,,,,,,20.0,3.0,KAYO-KARANGARA
Rutare,,Kanungu,1345.0,32.0,30.0,1.975,,,,,,,,,,10.0,3.0,KAYO-KARANGARA
Rutare,,Kanungu,1417.0,32.0,30.0,1.975,40.0,,,,51.0,,,,,5.0,2.0,KAYO-KARANGARA
Rwamiyumbu,,Kanungu,1331.0,28.0,10.0,0.5,,,,,,,,,,4.0,,KAYO-KARANGARA
Rwamiyumbu,,Kanungu,1377.0,29.0,30.0,3.75,108.0,,,,,,,,,0.0,,KAYO-KARANGARA
Rwamiyumbu,,Kanungu,1317.0,55.0,20.0,0.25,13.0,,,,,,,,,,,KAYO-KARANGARA
Rwamiyumbu,,Kanungu,1367.0,26.0,60.0,2.75,,,,,,,,,,4.0,,KAYO-KARANGARA
Rwamiyumbu,,Kanungu,1386.0,58.0,30.0,9.75,68.0,,,,,,,,,,,KAYO-KARANGARA
Rwamiyumbu,,Kanungu,1339.0,26.0,30.0,0.75,19.0,,,,,,,,,,,KAYO-KARANGARA
Rwamiyumbu,,Kanungu,1375.0,24.0,30.0,0.489,65.0,,,,50.0,,,,,0.0,,KAYO-KARANGARA
Rwamiyumbu,,Kanungu,1374.0,25.0,60.0,0.2,,,,,,,,,,1.0,,KAYO-KARANGARA
Rwamiyumbu,,Kanungu,1354.0,55.0,30.0,0.0,,,,,,,,,,,,KAYO-KARANGARA
Rwamiyumbu,,Kanungu,1415.0,60.0,30.0,2.35,80.0,,,,70.0,,,,80.0,0.0,,KAYO-KARANGARA
Rwamiyumbu,,Kanungu,1397.0,43.0,60.0,0.38,15.0,,,,,,,,19.0,6.0,0.0,KAYO-KARANGARA
Rwamiyumbu,,Kanungu,1344.0,19.0,15.0,0.17,,,,,,,,,,7.0,,KAYO-KARANGARA
Rwemirama,,Kanungu,1285.0,35.0,80.0,0.9,30.0,,,,,,,,20.0,70.0,150.0,KAYO-KARANGARA
Rwemirama,,Kanungu,1280.0,52.0,80.0,1.85,60.0,,11.0,,,,,10.0,,40.0,100.0,KAYO-KARANGARA
Rwemirama,,Kanungu,1262.0,40.0,30.0,0.15,60.0,,,,,,,,,10.0,,KAYO-KARANGARA
Rwemirama,,Kanungu,1269.0,35.0,80.0,0.7,,,,,,,,,,,60.0,KAYO-KARANGARA
Rwemirama,,Kanungu,1247.0,34.0,30.0,0.19,40.0,,,,,,,13.0,,,40.0,KAYO-KARANGARA
Rwemirama,,Kanungu,1237.0,64.0,30.0,0.5,16.0,,,,,,,,,,,KAYO-KARANGARA
Rwemirama,,Kanungu,1245.0,40.0,120.0,0.35,45.0,,,,,,,,,,20.0,KAYO-KARANGARA
Rwemirama,,Kanungu,1256.0,52.0,120.0,0.4,,,,,,,,,,,200.0,KAYO-KARANGARA
Rwemirama,,Kanungu,1271.0,24.0,45.0,0.4,27.0,,,,,,,,4.0,60.0,50.0,KAYO-KARANGARA
Rwemirama,,Kanungu,1238.0,41.0,60.0,2.8,120.0,,,,,90.0,,,,80.0,250.0,KAYO-KARANGARA
Rwemirama,,Kanungu,1282.0,32.0,60.0,2.3,50.0,,,,,,,,,150.0,700.0,KAYO-KARANGARA
Rwemirama,,Kanungu,1243.0,37.0,60.0,0.4,,,,,,,,,,85.0,20.0,KAYO-KARANGARA
Bujerengye,,Kanungu,1450.0,66.0,60.0,2.5,54.0,,,,,,,,,320.0,,KIRI-KIHANDA
Bujerengye,,Kanungu,1461.0,52.0,120.0,1.0,120.0,,,,,,,10.0,,400.0,20.0,KIRI-KIHANDA
Bujerengye,,Kanungu,1464.0,25.0,60.0,0.5,60.0,,,,,,,,,200.0,,KIRI-KIHANDA
Bujerengye,,Kanungu,1454.0,77.0,5.0,1.5,150.0,,,,,,,,,200.0,,KIRI-KIHANDA
Bujerengye,,Kanungu,1458.0,42.0,2.0,0.5,,,,,,,,,,40.0,20.0,KIRI-KIHANDA
Bujerengye,,Kanungu,1478.0,40.0,60.0,0.3,75.0,,,,,,,3.0,,28.0,,KIRI-KIHANDA
Bujerengye,,Kanungu,1482.0,70.0,10.0,0.75,50.0,,,,,,,,,80.0,100.0,KIRI-KIHANDA
Bujerengye,,Kanungu,1479.0,45.0,5.0,3.875,250.0,,,,,,,,150.0,240.0,600.0,KIRI-KIHANDA
Bujerengye,,Kanungu,1412.0,60.0,4.0,0.0,110.0,,,,,,,,,1200.0,200.0,KIRI-KIHANDA
Bujerengye,,Kanungu,1439.0,50.0,5.0,1.25,170.0,,,,,,,,,336.0,,KIRI-KIHANDA
Bujerengye,,Kanungu,1454.0,63.0,10.0,2.75,300.0,,,,,,,,100.0,480.0,60.0,KIRI-KIHANDA
Ibarya,,Kanungu,1320.0,62.0,30.0,0.15,10.0,,,,,,,8.0,,,15.0,KIRI-KIHANDA
Ibarya,,Kanungu,1326.0,28.0,30.0,0.4,,,,,,,,4.5,,0.0,,KIRI-KIHANDA
Ibarya,,Kanungu,1311.0,43.0,40.0,1.4,75.0,,,,,,,18.0,,30.0,90.0,KIRI-KIHANDA
Ibarya,,Kanungu,1322.0,48.0,30.0,0.4,,,,,23.0,,,,,10.0,166.0,KIRI-KIHANDA
Ibarya,,Kanungu,1333.0,63.0,60.0,2.8,100.0,,,,,,,25.0,,60.0,200.0,KIRI-KIHANDA
Ibarya,,Kanungu,1326.0,45.0,40.0,2.0,70.0,,,,15.0,,,,,,100.0,KIRI-KIHANDA
Ibarya,,Kanungu,1335.0,37.0,90.0,0.0,,,,,,,,,,,,KIRI-KIHANDA
Ibarya,,Kanungu,1328.0,40.0,60.0,1.0,,,,,,,,,,20.0,20.0,KIRI-KIHANDA
Ibarya,,Kanungu,1292.0,86.0,60.0,0.4,16.0,,,53.0,,,,6.0,,15.0,70.0,KIRI-KIHANDA
Ibarya,,Kanungu,1348.0,38.0,60.0,0.0,60.0,,,,,,,,,,,KIRI-KIHANDA
Ibarya,,Kanungu,1333.0,45.0,60.0,0.85,22.0,,,,,,,,,120.0,,KIRI-KIHANDA
Ibarya,,Kanungu,1333.0,43.0,70.0,1.3,,,,,,,,,,,200.0,KIRI-KIHANDA
Katembe,,Kanungu,0.0,69.0,10.0,0.975,45.0,,,,,,,,,,,KIRI-KIHANDA
Katembe,,Kanungu,1593.0,50.0,10.0,0.975,,,,,,,,,,,,KIRI-KIHANDA
Katembe,,Kanungu,1451.0,30.0,20.0,0.975,,,,,,,,,,,,KIRI-KIHANDA
Katembe,,Kanungu,1432.0,50.0,30.0,0.01,,,,,,,,,,,,KIRI-KIHANDA
Katembe,,Kanungu,1434.0,86.0,20.0,1.975,,,,,,,,,,,,KIRI-KIHANDA
Katembe,,Kanungu,1406.0,50.0,30.0,1.975,80.0,,,,,,,,,,,KIRI-KIHANDA
Katembe,,Kanungu,1431.0,44.0,30.0,0.975,30.0,,,,,,,,,,,KIRI-KIHANDA
Katembe,,Kanungu,1449.0,75.0,30.0,0.0,200.0,,,,,,,,,,,KIRI-KIHANDA
Katembe,,Kanungu,1442.0,80.0,1.0,0.25,13.0,,1.5,,,,,,,8.0,10.0,KIRI-KIHANDA
Katembe,,Kanungu,1453.0,32.0,10.0,0.375,19.0,,,,,,,,,,,KIRI-KIHANDA
Katembe,,Kanungu,1410.0,65.0,30.0,2.75,55.0,,,,,,,,,192.0,,KIRI-KIHANDA
Katembe,,Kanungu,1390.0,50.0,30.0,2.5,300.0,,,,190.0,,,,,480.0,,KIRI-KIHANDA
Kihumuro,,Kanungu,1558.0,40.0,30.0,0.95,,,,,,,,,,70.0,,KIRI-KIHANDA
Kihumuro,,Kanungu,1406.0,45.0,60.0,1.975,35.0,,,,,,,,,,,KIRI-KIHANDA
Kihumuro,,Kanungu,1513.0,46.0,30.0,0.975,60.0,,,,,,,,,4.0,0.0,KIRI-KIHANDA
Kihumuro,,Kanungu,1364.0,37.0,20.0,3.975,98.0,,,,30.0,,,,,20.0,,KIRI-KIHANDA
Kihumuro,,Kanungu,1358.0,46.0,30.0,0.975,,,,,,,,,,0.0,,KIRI-KIHANDA
Kihumuro,,Kanungu,1374.0,78.0,30.0,0.975,,,,,,,,,,0.0,,KIRI-KIHANDA
Kihumuro,,Kanungu,1392.0,45.0,30.0,0.975,55.0,,,,,,,,,,,KIRI-KIHANDA
Kihumuro,,Kanungu,1392.0,35.0,3.0,0.475,,,,,,,,,,240.0,400.0,KIRI-KIHANDA
Kihumuro,,Kanungu,1402.0,23.0,4.0,0.225,,,,,,,,,,96.0,,KIRI-KIHANDA
Kihumuro,,Kanungu,1392.0,46.0,5.0,0.75,,,,,166.0,,,,,960.0,150.0,KIRI-KIHANDA
Kihumuro,,Kanungu,1396.0,48.0,8.0,0.375,46.0,,,,,,,,,,,KIRI-KIHANDA
Kihumuro,,Kanungu,1396.0,30.0,5.0,0.125,,,,,,,,,,24.0,,KIRI-KIHANDA
Nyakagezi,,Kanungu,1411.0,84.0,20.0,0.0,,,,,,,,,,,,KIRI-KIHANDA
Nyakagezi,,Kanungu,1373.0,68.0,30.0,0.25,11.0,,,,,,,,,,,KIRI-KIHANDA
Nyakagezi,,Kanungu,1341.0,45.0,60.0,0.25,23.0,,,,,,,,,,,KIRI-KIHANDA
Nyakagezi,,Kanungu,1363.0,33.0,60.0,0.125,,,0.0,,,30.0,,,,5.0,,KIRI-KIHANDA
Nyakagezi,,Kanungu,1318.0,70.0,30.0,0.5,24.0,,,,,,,,,0.0,,KIRI-KIHANDA
Nyakagezi,,Kanungu,1328.0,46.0,30.0,0.5,82.0,,,,,,,,,4.0,,KIRI-KIHANDA
Nyakagezi,,Kanungu,1408.0,46.0,30.0,0.15,54.0,,,,23.0,,,,,,,KIRI-KIHANDA
Nyakagezi,,Kanungu,1335.0,34.0,60.0,1.75,35.0,,,,,,,,,,,KIRI-KIHANDA
Nyakagezi,,Kanungu,1367.0,72.0,30.0,6.0,45.0,,,,,,,,40.0,,,KIRI-KIHANDA
Nyakagezi,,Kanungu,1408.0,40.0,60.0,0.625,,,,,,,,,,,0.0,KIRI-KIHANDA
Nyakagezi,,Kanungu,1368.0,64.0,15.0,0.6,,,,,,,,,,0.0,,KIRI-KIHANDA
Nyakagezi,,Kanungu,1400.0,94.0,60.0,1.5,,,,,45.0,,,,,,,KIRI-KIHANDA
Nyakarambi,,Kanungu,1303.0,50.0,10.0,0.625,21.0,,,,,,,,,,,KIRI-KIHANDA
Nyakarambi,,Kanungu,1325.0,57.0,60.0,1.25,74.0,,,,,,,,,10.0,,KIRI-KIHANDA
Nyakarambi,,Kanungu,1321.0,26.0,30.0,0.25,,,,,,,,,,,,KIRI-KIHANDA
Nyakarambi,,Kanungu,1379.0,46.0,15.0,0.875,,,,,70.0,,,,,,,KIRI-KIHANDA
Nyakarambi,,Kanungu,1349.0,67.0,60.0,1.775,40.0,,,,60.0,,,,,0.0,,KIRI-KIHANDA
Nyakarambi,,Kanungu,1364.0,61.0,30.0,0.875,60.0,,,,,,,,,,,KIRI-KIHANDA
Nyakarambi,,Kanungu,1328.0,74.0,30.0,1.0,96.0,,,28.0,,,,,,,,KIRI-KIHANDA
Nyakarambi,,Kanungu,1354.0,61.0,60.0,3.75,600.0,,,,1300.0,,,,,,,KIRI-KIHANDA
Nyakatoma,,Kanungu,1437.0,32.0,60.0,0.38,,,,,,,,,,150.0,,KIRI-KIHANDA
Nyakatoma,,Kanungu,1413.0,30.0,15.0,0.12,,,,,,,,,,,,KIRI-KIHANDA
Nyakatoma,,Kanungu,1442.0,42.0,10.0,0.5,,,,,,,,,,100.0,,KIRI-KIHANDA
Nyakatoma,,Kanungu,1407.0,48.0,60.0,1.75,200.0,,,,100.0,,,,,,,KIRI-KIHANDA
Nyakatoma,,Kanungu,1393.0,59.0,60.0,2.75,,,,,,,,,,100.0,,KIRI-KIHANDA
Nyakatoma,,Kanungu,1401.0,27.0,60.0,0.38,75.0,,,,,,,,,,,KIRI-KIHANDA
Nyakatoma,,Kanungu,1404.0,35.0,30.0,0.75,,,,,,,,,,,,KIRI-KIHANDA
Nyakatoma,,Kanungu,1452.0,38.0,60.0,1.25,230.0,,,,,,,,,60.0,,KIRI-KIHANDA
Nyakatoma,,Kanungu,1377.0,60.0,60.0,0.0,,,,,,,,,,24.0,,KIRI-KIHANDA
Nyakatoma,,Kanungu,1390.0,22.0,90.0,0.0,,,,,,,,,,,12.0,KIRI-KIHANDA
Nyakatoma,,Kanungu,1439.0,41.0,60.0,1.5,100.0,,,,,,,,,240.0,40.0,KIRI-KIHANDA
Nyakatoma,,Kanungu,1388.0,47.0,30.0,2.0,,,,,,,,,,240.0,100.0,KIRI-KIHANDA
Nyakatoma,,Kanungu,1424.0,32.0,120.0,0.25,60.0,,1.5,,35.0,,,,,40.0,,KIRI-KIHANDA
Nyakibuga,,Kanungu,1329.0,51.0,20.0,0.9,30.0,,,,36.0,,,,,24.0,80.0,KIRI-KIHANDA
Nyakibuga,,Kanungu,1360.0,43.0,10.0,1.2,22.0,,,,,,,,,360.0,600.0,KIRI-KIHANDA
Nyakibuga,,Kanungu,1433.0,40.0,30.0,1.9,96.0,,,,,,,,,120.0,60.0,KIRI-KIHANDA
Nyakibuga,,Kanungu,1931.0,57.0,20.0,1.875,250.0,,,,450.0,,,6.0,,60.0,100.0,KIRI-KIHANDA
Nyakibuga,,Kanungu,1285.0,45.0,10.0,1.65,96.0,,,,150.0,,,4.0,,180.0,80.0,KIRI-KIHANDA
Nyakibuga,,Kanungu,1381.0,64.0,35.0,1.8,130.0,,6.0,,,,,6.0,,250.0,100.0,KIRI-KIHANDA
Nyakibuga,,Kanungu,1433.0,40.0,20.0,2.375,130.0,,4.5,,180.0,,,5.0,,50.0,100.0,KIRI-KIHANDA
Nyakibuga,,Kanungu,1372.0,30.0,30.0,0.1875,,,,,,,,,,4.0,,KIRI-KIHANDA
Nyakibuga,,Kanungu,1313.0,95.0,30.0,1.15,,,,,,,,,,180.0,2500.0,KIRI-KIHANDA
Nyakibuga,,Kanungu,1415.0,74.0,60.0,0.9,,,,,,,,,,36.0,90.0,KIRI-KIHANDA
Nyamizi,,Kanungu,1367.0,46.0,5.0,2.25,100.0,,,,47.0,,,,,480.0,300.0,KIRI-KIHANDA
Nyamizi,,Kanungu,1388.0,73.0,5.0,2.25,160.0,,,,156.0,,,,,480.0,100.0,KIRI-KIHANDA
Nyamizi,,Kanungu,1373.0,45.0,10.0,5.75,130.0,,10.0,,170.0,,,,,360.0,1500.0,KIRI-KIHANDA
Nyamizi,,Kanungu,1312.0,26.0,20.0,0.475,40.0,,,,,,,,,48.0,60.0,KIRI-KIHANDA
Nyamizi,,Kanungu,1409.0,85.0,2.0,4.975,125.0,,,,,,,,,,,KIRI-KIHANDA
Nyamizi,,Kanungu,1364.0,30.0,30.0,0.975,45.0,,,,,,,,,,,KIRI-KIHANDA
Nyamizi,,Kanungu,1326.0,24.0,30.0,1.975,75.0,,,,,,,,,20.0,3.0,KIRI-KIHANDA
Nyamizi,,Kanungu,1482.0,47.0,30.0,1.975,55.0,,,,,,,,,,,KIRI-KIHANDA
Nyamizi,,Kanungu,1462.0,32.0,30.0,1.975,40.0,,,,,,,,,10.0,4.0,KIRI-KIHANDA
Nyamizi,,Kanungu,1342.0,59.0,30.0,4.975,60.0,,,,,,,,,30.0,35.0,KIRI-KIHANDA
Nyamizi,,Kanungu,1441.0,34.0,30.0,0.975,,,,,,,,,,,,KIRI-KIHANDA
Nyamizi,,Kanungu,1380.0,28.0,30.0,0.975,50.0,,,,,75.0,,,,30.0,100.0,KIRI-KIHANDA
Nyaruharo,,Kanungu,1390.0,35.0,120.0,1.05,170.0,,,,,,,,,60.0,,KIRI-KIHANDA
Nyaruharo,,Kanungu,1355.0,37.0,60.0,0.85,125.0,,,,,,,,,80.0,,KIRI-KIHANDA
Nyaruharo,,Kanungu,1341.0,50.0,60.0,3.1,135.0,,,,,,,,,70.0,500.0,KIRI-KIHANDA
Nyaruharo,,Kanungu,1366.0,37.0,60.0,1.35,,,,,,,,,,80.0,250.0,KIRI-KIHANDA
Nyaruharo,,Kanungu,1379.0,55.0,60.0,0.4,,,,,,,,,,,,KIRI-KIHANDA
Nyaruharo,,Kanungu,1391.0,42.0,60.0,3.35,,,,,,,,,,200.0,600.0,KIRI-KIHANDA
Nyaruharo,,Kanungu,1364.0,33.0,20.0,0.4,,,,,,,,,,0.0,,KIRI-KIHANDA
Nyaruharo,,Kanungu,1383.0,54.0,20.0,1.3,,,,,,,,,,60.0,426.0,KIRI-KIHANDA
Nyaruharo,,Kanungu,1382.0,42.0,40.0,0.3,37.0,,,,,,,12.0,,20.0,50.0,KIRI-KIHANDA
Nyaruharo,,Kanungu,1378.0,29.0,60.0,3.9,40.0,,11.0,,18.0,,,8.0,,80.0,150.0,KIRI-KIHANDA
Nyaruharo,,Kanungu,1406.0,50.0,120.0,0.3,30.0,,12.0,,,,,,,15.0,40.0,KIRI-KIHANDA
Nyaruharo,,Kanungu,1374.0,45.0,120.0,0.7,35.0,,8.0,,,,,9.0,,40.0,10.0,KIRI-KIHANDA
Omurwambu,,Kanungu,1401.0,28.0,20.0,0.25,54.0,,,,,,,,,24.0,80.0,KIRI-KIHANDA
Omurwambu,,Kanungu,1386.0,30.0,15.0,0.9,84.0,,,,,,,,,54.0,75.0,KIRI-KIHANDA
Omurwambu,,Kanungu,1404.0,67.0,10.0,1.65,90.0,,,,,,,,,288.0,600.0,KIRI-KIHANDA
Omurwambu,,Kanungu,1393.0,48.0,10.0,0.2,,,,,,,,,,24.0,24.0,KIRI-KIHANDA
Omurwambu,,Kanungu,1341.0,37.0,15.0,0.65,50.0,,,,,,,,,160.0,80.0,KIRI-KIHANDA
Omurwambu,,Kanungu,1373.0,96.0,20.0,1.0,90.0,,2.5,,,,,5.0,,182.0,,KIRI-KIHANDA
Omurwambu,,Kanungu,1440.0,48.0,10.0,1.3,170.0,,20.0,,150.0,,,20.0,,1200.0,400.0,KIRI-KIHANDA
Omurwambu,,Kanungu,1440.0,33.0,20.0,2.8,125.0,,4.0,,115.0,,,8.0,,180.0,100.0,KIRI-KIHANDA
Omurwambu,,Kanungu,1379.0,32.0,30.0,0.875,180.0,,3.5,,80.0,,,2.5,,100.0,70.0,KIRI-KIHANDA
Omurwambu,,Kanungu,1323.0,39.0,20.0,0.1875,,,4.0,,,,,3.5,,8.0,,KIRI-KIHANDA
Omurwambu,,Kanungu,1351.0,96.0,15.0,1.8,200.0,,5.0,,150.0,,,6.0,,156.0,,KIRI-KIHANDA
